,0,1,2,3,4
STED-10,0.7575757575757576,0.6946386946386947,0.7319347319347319,0.7599067599067599,0.7319347319347319
STED-25,0.7808857808857809,0.745920745920746,0.7738927738927739,0.7855477855477856,0.7668997668997669
STED-50,0.7668997668997669,0.7389277389277389,0.7948717948717948,0.7132867132867133,0.7202797202797203
STED-100,0.7296037296037297,0.752913752913753,0.7785547785547785,0.7365967365967366,0.8041958041958042
STED-Full,0.8484848484848485,0.8484848484848485,0.8601398601398601,0.8508158508158508,0.8508158508158508
SIM-10,0.7156177156177156,0.7249417249417249,0.7342657342657343,0.7342657342657343,0.717948717948718
SIM-25,0.8135198135198135,0.7902097902097902,0.7948717948717948,0.7948717948717948,0.7412587412587412
SIM-50,0.7715617715617715,0.6480186480186481,0.7622377622377622,0.7296037296037297,0.6853146853146853
SIM-100,0.7599067599067599,0.7016317016317016,0.7715617715617715,0.6643356643356644,0.7692307692307693
SIM-Full,0.8414918414918415,0.8205128205128205,0.8158508158508159,0.8461538461538461,0.8135198135198135
HPA-10,0.7086247086247086,0.6923076923076923,0.7086247086247086,0.7086247086247086,0.717948717948718
HPA-25,0.7948717948717948,0.7156177156177156,0.7878787878787878,0.7599067599067599,0.7925407925407926
HPA-50,0.7062937062937062,0.7296037296037297,0.7365967365967366,0.7062937062937062,0.6410256410256411
HPA-100,0.710955710955711,0.6293706293706294,0.7226107226107226,0.752913752913753,0.7482517482517482
HPA-Full,0.8508158508158508,0.7785547785547785,0.717948717948718,0.8508158508158508,0.8461538461538461
JUMP-10,0.7365967365967366,0.7622377622377622,0.7692307692307693,0.7832167832167832,0.7785547785547785
JUMP-25,0.7995337995337995,0.7855477855477856,0.7995337995337995,0.7948717948717948,0.8275058275058275
JUMP-50,0.7226107226107226,0.7552447552447552,0.7389277389277389,0.7062937062937062,0.7249417249417249
JUMP-100,0.7412587412587412,0.7575757575757576,0.752913752913753,0.7878787878787878,0.7715617715617715
JUMP-Full,0.8065268065268065,0.7855477855477856,0.8158508158508159,0.8344988344988346,0.8298368298368298
ImageNet-10,0.5757575757575758,0.5314685314685315,0.5384615384615384,0.5617715617715617,0.5221445221445221
ImageNet-25,0.5664335664335665,0.5198135198135199,0.5524475524475524,0.6083916083916084,0.5477855477855478
ImageNet-50,0.5361305361305362,0.4358974358974359,0.5384615384615384,0.48717948717948717,0.49184149184149184
ImageNet-100,0.5337995337995338,0.49184149184149184,0.5314685314685315,0.44522144522144524,0.5501165501165501
ImageNet-Full,0.5361305361305362,0.5804195804195804,0.6060606060606061,0.585081585081585,0.578088578088578
