,0,1,2,3,4
STED-10,0.952054794520548,0.9452054794520548,0.9497716894977168,0.9292237442922374,0.9406392694063926
STED-25,0.9703196347031964,0.9726027397260274,0.9771689497716894,0.9611872146118722,0.95662100456621
STED-50,0.9817351598173516,0.95662100456621,0.9863013698630136,0.9817351598173516,0.9657534246575342
STED-100,0.9817351598173516,0.9703196347031964,0.9840182648401826,0.9863013698630136,0.9794520547945206
STED-Full,0.9863013698630136,0.9840182648401826,0.9840182648401826,0.9840182648401826,0.9885844748858448
SIM-10,0.8789954337899544,0.8789954337899544,0.8995433789954338,0.8013698630136986,0.8264840182648402
SIM-25,0.9360730593607306,0.9178082191780822,0.8881278538812786,0.9155251141552512,0.9246575342465754
SIM-50,0.954337899543379,0.9246575342465754,0.9406392694063926,0.9360730593607306,0.9429223744292238
SIM-100,0.9383561643835616,0.9474885844748858,0.9452054794520548,0.958904109589041,0.9429223744292238
SIM-Full,0.9337899543378996,0.952054794520548,0.9474885844748858,0.9611872146118722,0.9474885844748858
HPA-10,0.9269406392694064,0.8926940639269406,0.8904109589041096,0.865296803652968,0.8789954337899544
HPA-25,0.952054794520548,0.9429223744292238,0.9315068493150684,0.9406392694063926,0.9337899543378996
HPA-50,0.9406392694063926,0.958904109589041,0.9452054794520548,0.9452054794520548,0.9452054794520548
HPA-100,0.9429223744292238,0.9634703196347032,0.952054794520548,0.952054794520548,0.9657534246575342
HPA-Full,0.9703196347031964,0.9748858447488584,0.9748858447488584,0.9680365296803652,0.954337899543379
JUMP-10,0.8333333333333334,0.9155251141552512,0.8789954337899544,0.8721461187214612,0.867579908675799
JUMP-25,0.958904109589041,0.9611872146118722,0.9292237442922374,0.9223744292237442,0.9497716894977168
JUMP-50,0.9611872146118722,0.9383561643835616,0.958904109589041,0.91324200913242,0.95662100456621
JUMP-100,0.9474885844748858,0.9657534246575342,0.9406392694063926,0.9611872146118722,0.9474885844748858
JUMP-Full,0.958904109589041,0.952054794520548,0.952054794520548,0.9611872146118722,0.952054794520548
ImageNet-10,0.9178082191780822,0.8721461187214612,0.8835616438356164,0.8333333333333334,0.8744292237442922
ImageNet-25,0.9429223744292238,0.952054794520548,0.8926940639269406,0.9223744292237442,0.9474885844748858
ImageNet-50,0.9634703196347032,0.9429223744292238,0.9497716894977168,0.9634703196347032,0.9794520547945206
ImageNet-100,0.9817351598173516,0.9817351598173516,0.9794520547945206,0.9748858447488584,0.9611872146118722
ImageNet-Full,0.9794520547945206,0.9885844748858448,0.9863013698630136,0.9817351598173516,0.9794520547945206
from-scratch-10,0.5707762557077626,0.6529680365296804,0.730593607305936,0.7077625570776256,0.6438356164383562
from-scratch-25,0.7442922374429224,0.6529680365296804,0.6232876712328768,0.636986301369863,0.6757990867579908
from-scratch-50,0.7648401826484018,0.6712328767123288,0.7328767123287672,0.7123287671232876,0.723744292237443
from-scratch-100,0.776255707762557,0.7442922374429224,0.7602739726027398,0.7328767123287672,0.7671232876712328
from-scratch-Full,0.8767123287671232,0.908675799086758,0.908675799086758,0.8881278538812786,0.8926940639269406
