,0,1,2,3,4
STED-10,0.91324200913242,0.8698630136986302,0.9269406392694064,0.9360730593607306,0.9315068493150684
STED-25,0.952054794520548,0.9360730593607306,0.9337899543378996,0.954337899543379,0.9611872146118722
STED-50,0.9452054794520548,0.9611872146118722,0.958904109589041,0.9315068493150684,0.95662100456621
STED-100,0.95662100456621,0.9611872146118722,0.9634703196347032,0.9680365296803652,0.958904109589041
STED-Full,0.9657534246575342,0.9634703196347032,0.95662100456621,0.9703196347031964,0.9657534246575342
SIM-10,0.8584474885844748,0.7511415525114156,0.7876712328767124,0.8310502283105022,0.8013698630136986
SIM-25,0.8926940639269406,0.8515981735159818,0.8401826484018264,0.8721461187214612,0.906392694063927
SIM-50,0.860730593607306,0.8767123287671232,0.8812785388127854,0.863013698630137,0.8881278538812786
SIM-100,0.8789954337899544,0.8812785388127854,0.9018264840182648,0.8584474885844748,0.8812785388127854
SIM-Full,0.910958904109589,0.910958904109589,0.910958904109589,0.9041095890410958,0.9178082191780822
HPA-10,0.8744292237442922,0.8036529680365296,0.8378995433789954,0.8447488584474886,0.906392694063927
HPA-25,0.9018264840182648,0.8401826484018264,0.8835616438356164,0.8812785388127854,0.9452054794520548
HPA-50,0.8881278538812786,0.9337899543378996,0.8835616438356164,0.8926940639269406,0.8995433789954338
HPA-100,0.908675799086758,0.9315068493150684,0.910958904109589,0.9292237442922374,0.9155251141552512
HPA-Full,0.9292237442922374,0.9315068493150684,0.9223744292237442,0.9269406392694064,0.9315068493150684
JUMP-10,0.8333333333333334,0.7876712328767124,0.7831050228310502,0.8036529680365296,0.8378995433789954
JUMP-25,0.8904109589041096,0.8493150684931506,0.8584474885844748,0.8904109589041096,0.8972602739726028
JUMP-50,0.8767123287671232,0.8744292237442922,0.8926940639269406,0.860730593607306,0.8744292237442922
JUMP-100,0.8812785388127854,0.8835616438356164,0.8858447488584474,0.8698630136986302,0.906392694063927
JUMP-Full,0.9041095890410958,0.906392694063927,0.9155251141552512,0.91324200913242,0.908675799086758
ImageNet-10,0.821917808219178,0.6461187214611872,0.7831050228310502,0.771689497716895,0.8378995433789954
ImageNet-25,0.817351598173516,0.8013698630136986,0.8127853881278538,0.8972602739726028,0.8904109589041096
ImageNet-50,0.8721461187214612,0.8904109589041096,0.8698630136986302,0.8447488584474886,0.8926940639269406
ImageNet-100,0.8287671232876712,0.906392694063927,0.8767123287671232,0.908675799086758,0.8812785388127854
ImageNet-Full,0.9041095890410958,0.9292237442922374,0.9018264840182648,0.9223744292237442,0.8949771689497716
