,ImageNet-25,JUMP-25,HPA-25,SIM-25,STED-25
ImageNet-25,1.0,0.013597969519917028,0.026029384375300103,0.02113005304197832,0.0008951728181404917
JUMP-25,0.013597969519917028,1.0,0.5,0.5352543881530759,0.022677975684558295
HPA-25,0.026029384375300103,0.5,1.0,0.4472858562477421,0.005183663785298156
SIM-25,0.02113005304197832,0.5352543881530759,0.4472858562477421,1.0,0.008575659307433463
STED-25,0.0008951728181404917,0.022677975684558295,0.005183663785298156,0.008575659307433463,1.0
